CN1721226	CAN总线	整车能量高
CN1706085	燃料电池	请求少
CN101079497	燃料电池	燃料电池发电稳定性高
CN101106198	燃料电池	燃料电池发电性能高
CN101339999	燃料电池	燃料电池技术方便
CN1692513	燃料电池	燃料电池输出功率催化剂电极高
CN1551396	燃料电池	燃料浓度高
CN1551396	燃料电池	燃料浓度少
CN200944421	燃料电池	让整个系统结构简单
CN1757130	燃料电池	熔点水量低
CN201017943	燃料电池	散热能力高
CN201017943	燃料电池	散热能力热和
CN1988229	燃料电池	设备简单
CN1635658	燃料电池	生产难题廉价
CN101227008	燃料电池	生物高
CN1776950	燃料电池	生物燃料电池优点一般
CN1660922	燃料电池	湿度低
CN1373911	燃料电池	时间长
CN101093893	燃料电池	时间稳定长
CN1538548	燃料电池	实现安全性高
CN1197551	燃料电池	使催化剂表面活性面积大
CN101002353	燃料电池	使电极反应充分
CN101106198	燃料电池	使燃料电池结构简单
CN1635654	燃料电池	使用寿命长
CN1929173	燃料电池	收集容易
CN101106198	燃料电池	寿命长
CN2733614	燃料电池	输出功率突然
CN1194474	燃料电池	水性能透
CN101395746	燃料电池	特性固体高分子燃料电池优越
CN1438722	燃料电池	提高电解质层气密
CN1960048	燃料电池	提高整个电池温度热
CN101170191	燃料电池	提供燃料电池湿
CN1757130	燃料电池	提供质子传导性优异
CN1753221	燃料电池	体积小
CN201017943	燃料电池	体积小
CN1398011	燃料电池	体积小
CN200944421	燃料电池	条件湿
CN1691368	燃料电池	通路狭窄
CN101051070	燃料电池	同步性好
CN1635658	燃料电池	途径新
CN1703333	燃料电池	位置低
CN1990520	燃料电池	问题醇
CN1405916	燃料电池	问题大
CN101009387	燃料电池	问题低
CN101227008	燃料电池	问题多
CN1960048	燃料电池	系统结构紧凑
CN101074281	燃料电池	相对湿度低
CN1357465	燃料电池	小车场合轻便
CN1591952	燃料电池	小型牢固
CN101017905	燃料电池	效果好
CN201017943	燃料电池	效果好
CN101017905	燃料电池	效果湿
CN101339999	燃料电池	效果有益
CN1770527	燃料电池	效果有益
CN101026255	燃料电池	效率高
CN1960048	燃料电池	效率高
CN101003637	燃料电池	效率燃料电池优异
CN1194474	燃料电池	芯材部分好
CN1438722	燃料电池	性密
CN101111959	燃料电池	性耐用
CN101379638	燃料电池	性能电极好
CN101140999	燃料电池	性能好
CN1781162	燃料电池	性能燃料电池优异
CN1653640	燃料电池	性能热
CN1639239	燃料电池	性能热
CN1305647	燃料电池	性能优异
CN1641807	燃料电池	性强实用
CN1815787	燃料电池	性舒适
CN1649945	燃料电池	性质热
CN1439178	燃料电池	蓄电池剩余容量少
CN1713433	燃料电池	氧化剂气体好
CN1960048	燃料电池	意义重要
CN1731617	燃料电池	阴极催化剂层生成水逸
CN101106198	燃料电池	影响积极
CN1983675	燃料电池	用石墨高
CN1776950	燃料电池	优点独特
CN1398011	燃料电池	优点轻
CN1405217	燃料电池	游离基性能优异
CN1357465	燃料电池	越野车轻便
CN1251213	燃料电池	运行恒定
CN1988229	燃料电池	载气少
CN1815787	燃料电池	噪声部件少
CN1770527	燃料电池	占空间有益
CN1512613	燃料电池	质量轻
CN1781162	燃料电池	质子传导优异
CN1874981	燃料电池	质子电高
CN1757130	燃料电池	重量高分子电解质材料干燥
CN1398011	燃料电池	重量轻
CN201017943	燃料电池	重量轻
CN1328943	燃料电池	重心低
CN1245981	燃料电池	装配体机构小型轻
CN1744364	燃料电池	状态湿
CN101017905	燃料电池	组装电堆系统简单
CN1656634	燃料电极	耐久性优越
CN1656634	燃料电极	燃料电池输出高
CN101024846	燃料酒精	分子有机溶剂水溶液吸附分离小
CN101024846	燃料酒精	能耗低
CN101024846	燃料酒精	设备简单
CN101024846	燃料酒精	效率高
CN1966700	燃料酒精方法	成本低
CN1966701	燃料酒精方法	成本低
CN1966697	燃料酒精方法	成本低
CN1958804	燃料酒精方法	成本低
CN1966701	燃料酒精方法	成本短
CN1966700	燃料酒精方法	成本短
CN1966697	燃料酒精方法	成本短
CN1958804	燃料酒精方法	成本短
CN1966700	燃料酒精方法	处理易
CN1966701	燃料酒精方法	处理易
CN1958804	燃料酒精方法	处理易
CN1966697	燃料酒精方法	处理易
CN1966700	燃料酒精方法	国策重大
CN1958804	燃料酒精方法	国策重大
CN1966701	燃料酒精方法	国策重大
CN1966697	燃料酒精方法	国策重大
CN1966700	燃料酒精方法	耗氧量低
CN1966697	燃料酒精方法	耗氧量低
CN1966701	燃料酒精方法	耗氧量低
CN1958804	燃料酒精方法	耗氧量低
CN1966701	燃料酒精方法	减少环污
CN1966697	燃料酒精方法	菌损失杂
CN1958804	燃料酒精方法	菌损失杂
CN1966700	燃料酒精方法	菌损失杂
CN1966701	燃料酒精方法	菌损失杂
CN1958804	燃料酒精方法	是有机质含量少
CN1966697	燃料酒精方法	是有机质含量少
CN1966701	燃料酒精方法	是有机质含量少
CN1966700	燃料酒精方法	是有机质含量少
CN1966697	燃料酒精方法	稳定重大
CN1958804	燃料酒精方法	稳定重大
CN1966700	燃料酒精方法	稳定重大
CN1966701	燃料酒精方法	周期低
CN1958804	燃料酒精方法	周期低
CN1966700	燃料酒精方法	周期低
CN1966697	燃料酒精方法	周期低
CN1966701	燃料酒精方法	周期短
CN1966697	燃料酒精方法	周期短
CN1958804	燃料酒精方法	周期短
CN1966700	燃料酒精方法	周期短
CN1855593	燃料筒	态结构状态稳
CN101092918	燃料系统	利用发动机排气废
CN101092919	燃料系统	利用发动机排气废
CN101092919	燃料系统	汽油醇
CN101092918	燃料系统	汽油醇
CN101092918	燃料系统	燃料热效率醇
CN101092919	燃料系统	燃料热效率醇
CN101092919	燃料系统	系统结构相对现有技术简单
CN101092918	燃料系统	系统结构相对现有技术简单
CN101092919	燃料系统	压力低
CN101092918	燃料系统	压力低
CN201120842	燃料箱	防止液态氢冷
CN201120842	燃料箱	是所有燃料箱安全
CN201120842	燃料箱	源冷
CN101381744	燃料乙醇	基础好
CN101165145	燃料油	成本低
CN101165145	燃料油	节约能源效果显著
CN101165145	燃料油	社会效益突出
CN1138676	燃烧炉	回收率热
CN1067495	燃烧炉	加压速度快
CN1138676	燃烧炉	具有结构简单
CN1067495	燃烧炉	具有结构紧凑
CN1138676	燃烧炉	垃圾处理成本低
CN1138676	燃烧炉	缺陷高
CN1067495	燃烧炉	特点方便
CN1957074	燃烧器	燃烧器负荷少
CN1957074	燃烧器	温度低
CN1508402	燃烧系统	处理系统耐用
CN1508402	燃烧系统	性耐用
CN1223026	绕组装置	运动性自由
CN1148065	热处理	产物新
CN1148065	热处理	颗粒黑
CN1148065	热处理	是炭黑
CN1148065	热处理	提高毫微
CN1148065	热处理	提高炭黑
CN1148065	热处理	组织微
CN1167160	热处理气氛	会生成显著
CN1167160	热处理气氛	烟显著
CN1178312	热交换器	产生静
CN1805819	热交换器	性耐蚀
CN1149698	热水器	低压快
CN1149698	热水器	锅炉热
CN1149698	热水器	能制造暖
CN1856679	容器	导管热
CN1258254	容器	输送廉价
CN101034752	溶液浓度	结构简单
CN1403732	软管	成本低
CN1403732	软管	软管重量轻
CN1211681	润滑构造	油容易
CN1290738	润滑油	工艺合理
CN1290738	润滑油	漏效果显著
CN1290738	润滑油	使用性能好
CN1290738	润滑油	制法简便
CN2095824	三轮车	安全性好
CN201154740	三轮车	材料少
CN2507434	三轮车	产生易
CN2507434	三轮车	成本高
CN2507434	三轮车	齿轮差速器笨重
CN2451399	三轮车	充电方便
CN101301859	三轮车	电动车一般
CN2095824	三轮车	货运量大
CN2507434	三轮车	难题高
CN2507434	三轮车	驱动时易
CN2451399	三轮车	售车型轻便
CN2451399	三轮车	整车结构紧凑
CN2095824	三轮车	整车小巧
CN2095824	三轮车	重心低
CN1515448	三轮椅车	优点小
CN1515448	三轮椅车	占地空间小
CN1515448	三轮椅车	重量轻
CN1994766	三栖车	质电动车辆轻
CN201210506	散热结构	电池表面好
CN201210506	散热结构	电池表面厚
CN201210506	散热结构	电池间距合理
CN1815799	散热结构	结构简单
CN201210506	散热结构	散热效果低
CN201210506	散热结构	散热效果好
CN201210506	散热结构	温度低
CN1815799	散热结构	整车安装方便
CN1236886	散热片	原材料少
CN201145487	散热器	成本低
CN2600923	散热器	结构简单
CN201145487	散热器	具有结构简单
CN201145487	散热器	优点轻
CN201145487	散热器	重量轻
CN1234183	杀虫剂	成本低廉
CN1234183	杀虫剂	防治谱宽
CN1234183	杀虫剂	经济效益显著
CN1234183	杀虫剂	配制工艺简单
CN1234183	杀虫剂	速效性好
CN1234183	杀虫剂	效期残
CN1234183	杀虫剂	效期长
CN1314152	杀精剂	时间短
CN201133429	刹	具有刹车效果好
CN201133429	刹	刹车片不易
CN201133429	刹	使用寿命长
CN201133429	刹	特点长
CN101249803	刹车器	汽车轮胎轮毂牢固
CN101249803	刹车器	下汽车驾驶安全
CN1433137	刹车系统	产生强
CN1433137	刹车系统	磁阻尼强
CN1433137	刹车系统	机械刹车部件少
CN1433137	刹车系统	具有结构简单
CN1433137	刹车系统	性能安全
CN1433137	刹车系统	制动平稳
CN1433137	刹车系统	制动效果好
CN201086643	刹车装置	结构简单
CN201068146	刹车装置	隐患安全
CN1286677	山梨酸	满意色泽山梨酸
CN1286678	山梨酸	时间短
CN1286678	山梨酸	制备山梨酸
CN1252226	山楂食品	加工食品品种少
CN1252226	山楂食品	批量生产不足
CN1252226	山楂食品	批量生产大
CN1252226	山楂食品	山楂果鲜
CN1252226	山楂食品	运输困难
CN101303111	闪光灯	成本低
CN101303111	闪光灯	结构简单
CN1240613	烧鸡	脾健
CN1240613	烧鸡	脾开胃
CN1240613	烧鸡	气香
CN1240613	烧鸡	肉质软
CN1240613	烧鸡	营养丰富
CN1240613	烧鸡	造型美观
CN1240613	烧鸡	脂肪低
CN1288402	烧结产品	质量杂
CN101375352	烧结磁铁	稀土元素轻
CN101276914	烧结基板	充电时电池少
CN101276914	烧结基板	多孔高
CN101276914	烧结基板	孔少
CN101276914	烧结基板	孔细
CN101276914	烧结基板	吸收性能方面优异
CN1176194	烧油汽车	结构简单
CN1176194	烧油汽车	经济价值高
CN1176194	烧油汽车	造价低
CN1458020	设备	保护电池有效
CN1437296	设备	成本低廉
CN1437296	设备	范围广泛
CN1437296	设备	范围适用
CN1437296	设备	价值大
CN1437296	设备	价值实用
CN1458020	设备	来电池好
CN1734827	设备	设备结构简单
CN1458020	设备	系统管理合理
CN1437296	设备	在于结构简单
CN1319770	设备	折射率低
CN101183715	设备	制造处理均匀分布简单
CN1273194	设计新方法	弊病大
CN1273194	设计新方法	调速灵活
CN1273194	设计新方法	优化效果显著
CN1225746	射线管	表面短
CN1225746	射线管	轴长
CN1225746	射线管	轴方向长
CN1225746	射线管	轴方向曲率半径短
CN1317784	摄录载体	数据有效
CN201028276	身份证	技术效果有益
CN201028276	身份证	资料方便
CN2346901	升降机	结构简单
CN2346901	升降机	使用寿命长
CN1169252	生产法	口味好
CN1169252	生产法	仙草糕高
CN1658426	生产工艺	安全性高
CN101262054	生产工艺	保证阴阳极膜轻
CN1271737	生产工艺	产量高
CN1271737	生产工艺	成本低
CN101262054	生产工艺	成本低
CN101262054	生产工艺	工艺操作简单
CN1333410	生产工艺	工艺简单
CN1195652	生产工艺	工艺简单
CN101262054	生产工艺	极片制作工序少
CN1333410	生产工艺	碱耐酸
CN1333410	生产工艺	具有原料来源充足
CN1195652	生产工艺	强度大
CN1333410	生产工艺	社会效益明显
CN1658426	生产工艺	使用新型高
CN1175510	生产工艺	是工艺简单
CN1658426	生产工艺	性能安全
CN1175510	生产工艺	造价低
CN101262054	生产工艺	制备时阴阳极膜重
CN1175510	生产工艺	字体美观
CN1656013	生产氢	反应器少
CN1478056	生产氢	生产能力高
CN1052850	生产装置	空气少
CN1052850	生产装置	形成爆炸性混合物危险
CN1833333	生成系统	情况具体
CN1833333	生成系统	态负载具体
CN1262030	生态农业	温高效适
CN101383422	湿系统	空气供应量不足
CN1222437	石材	超薄石板材生产难
CN1222437	石材	劳力少
CN1222437	石材	问题难
CN1198598	石墨材料	充放电特性优异
CN1883753	石墨纸	加工易
CN1883753	石墨纸	强度高
CN1210825	石英玻璃	发生裂纹少
CN1304218	时空处理	接收机高
CN101380951	识别系统	成本低廉
CN101380951	识别系统	可靠性高
CN101380951	识别系统	特点低廉
CN101323304	识别系统	通用性强
CN101380951	识别系统	行驶安全
CN101051423	实验车	教学内容丰富
CN1180492	食品	工艺过程简单
CN1180492	食品	马铃薯广
CN1180492	食品	制成营养丰富
CN1180492	食品	资源广
CN1263186	示意牌	感觉奇
CN1263186	示意牌	色彩清晰
CN1263186	示意牌	优点奇
CN1502497	式车辆	逆变器装置容量不必要
CN1502497	式车辆	逆变器装置少
CN1807173	式车篷	快速方便
CN1291515	式磁疗器	促进身体健康
CN101203969	式电池	电阻低
CN201070979	式电池盒	安装定位准确
CN201070979	式电池盒	防盗性能安全
CN201070979	式电池盒	防盗性能高
CN201070979	式电池盒	具有通用性好
CN201070979	式电池盒	优点高
CN200981608	式电动车	车身薄
CN2452204	式电动机	表面绕组散热方便
CN2452204	式电动机	过载能力强
CN201116417	式防盗锁	成本低廉
CN201116417	式防盗锁	防盗效果突出
CN201116417	式防盗锁	防盗意图特殊
CN201116417	式防盗锁	结构简单
CN201116417	式防盗锁	使防盗性能显著
CN1435568	式机械	容积高
CN1435568	式机械	容积容易
CN1486888	式集电弓	接触性能好
CN2619819	式空调器	具有结构简单
CN2619819	式空调器	特点方便
CN2619819	式空调器	整车高
CN1740012	式矿车	电池组方便
CN1186348	式蓄电池	提供可靠性高
CN1186348	式蓄电池	温升小
CN101265904	式压缩机	效率高
CN201176934	式压缩机	效率高
CN201176934	式压缩机	优点低
CN101265904	式压缩机	优点低
CN101265904	式压缩机	噪声低
CN201176934	式压缩机	噪声低
CN1277325	式转子泵	出压力高
CN1277325	式转子泵	使用寿命长
CN1277325	式转子泵	体积小
CN1277325	式转子泵	吸力大
CN1277325	式转子泵	效率高
CN1277325	式转子泵	用途广泛
CN1277325	式转子泵	优点长
CN1277325	式转子泵	噪音低
CN2621290	试验机构	成本低廉
CN2621290	试验机构	成本高
CN2621290	试验机构	试验机构安装复杂
CN2621290	试验机构	问题高
CN1721833	试验台	节能效果明显
CN1721833	试验台	生产车间场地少
CN101261189	试验台架	工好
CN101261189	试验台架	设定好
CN1800804	试验台架	试验方案简单
CN201207021	试验台架	试验台耐久
CN101261189	试验台架	速度曲线好
CN101000280	试验装置	成本低廉
CN201156078	试验装置	具有结构新颖
CN101000280	试验装置	可靠性高
CN201156078	试验装置	省时省力
CN201156078	试验装置	实用简单
CN201156078	试验装置	特点好
CN101000280	试验装置	提供技术方案简便
CN201156078	试验装置	效果好
CN101000280	试验装置	有效简便
CN1292937	适应消除	天线接收信号主
CN1104157	收容构造	减免充电软
CN1104157	收容构造	线软
CN101168351	受电弓	集电板平稳
CN101062660	受流器	供电轨紧密
CN1049390	书画	成本低
CN1049390	书画	书画纸一般
CN1049390	书画	添加纯度低
CN1049390	书画	纤维品种浆低
CN1121976	疏浚河道	成本低
CN1121976	疏浚河道	是效率高
CN1941494	输出功率	次电池性能易
CN1941494	输出功率	启动不易
CN1941494	输出功率	下车辆不易
CN1883981	输出功率	响应速度快
CN1883981	输出功率	效果好
CN101326069	输出设备	电力高
CN101384447	输出设备	化检测催化剂劣
CN101384447	输出设备	控制催化剂执行劣
CN1946581	输出设备	输出特定驱动点有效
CN1946581	输出设备	蓄电池负荷小
CN1807146	输出装置	变换器负担少
CN101248260	输出装置	催化剂劣
CN101209666	输出装置	发明动力性能优越
CN101209667	输出装置	发明动力性能优越
CN101209667	输出装置	结构紧凑
CN101209666	输出装置	控制系统简单
CN101209667	输出装置	控制系统简单
CN1954139	输出装置	排放有利
CN1807146	输出装置	频率小
CN101365613	输出装置	时少
CN101365613	输出装置	使发动机旋转平稳
CN101209666	输出装置	效率高
CN1202135	输出装置	效率最高
CN1202135	输出装置	整个动力输出装置高
CN1463868	输电	环境少
CN1463868	输电	能源少
CN1463868	输电	条件有利
CN1207163	输能链	制造低廉
CN1128370	输入键盘	按键次数少
CN1310851	输入装置	开关多
CN1537796	输送机	功能简单
CN1537796	输送机	输送机构造简单
CN200950457	输送装置	风机高度一般
CN1827438	数量转换	能量少
CN2549642	刷电动机	机械效率高
CN2549642	刷电动机	具有结构简单
CN2549642	刷电动机	特点高
CN101436793	刷轮电机	运行平稳
CN201130876	刷轮电机	运行平稳
CN1278435	栓剂	疗效可靠
CN101396961	双动力车	成本低
CN201105641	双动力车	成本低
CN101396961	双动力车	方案意义重大
CN201105641	双动力车	方案意义重大
CN201105641	双动力车	结构简单
CN101396961	双动力车	结构简单
CN101396961	双动力车	现有旧
CN201105641	双动力车	现有旧
CN101396961	双动力车	油电双动力车高
CN201105641	双动力车	油电双动力车高
CN101396961	双动力车	油电双动力车旧
CN201105641	双动力车	油电双动力车旧
CN101005137	双极板	成本低
CN2702451	双极板	成本低
CN101136479	双极板	成品率高
CN1540787	双极板	导电性能好
CN101051691	双极板	导电性能好
CN101136479	双极板	导电性能好
CN1885600	双极板	电池组质量高
CN1874033	双极板	电池组质量高
CN101017903	双极板	电高
CN101101994	双极板	电高
CN101005137	双极板	发明制作双极板合格率高
CN101051691	双极板	腐蚀性能好
CN1851964	双极板	厚度小
CN101051691	双极板	机械强度高
CN1885600	双极板	加工成本低
CN1874033	双极板	加工成本低
CN101136479	双极板	价格低
CN101051691	双极板	价格低廉
CN1540787	双极板	价格低廉
CN101136479	双极板	接触电阻小
CN101393991	双极板	金属双极板高
CN101393990	双极板	金属双极板高
CN101393991	双极板	金属双极板少
CN101393990	双极板	金属双极板少
CN101051691	双极板	具有成本低
CN101101994	双极板	具有成本低
CN1540787	双极板	具有机械强度高
CN101017903	双极板	力学性能好
CN101101994	双极板	力学性能好
CN101136479	双极板	流场加工容易
CN101174695	双极板	耐腐蚀性好
CN101393990	双极板	燃料电池重量高
CN101393991	双极板	燃料电池重量高
CN101005137	双极板	生产工艺简单
CN1702897	双极板	使得质子交换膜燃料电池大
CN1702897	双极板	输出功率密度大
CN101174695	双极板	水材料疏
CN101051691	双极板	特点低廉
CN1540787	双极板	特点低廉
CN1344429	双极板	特性必要
CN1702897	双极板	提供大电流密度显著
CN101005137	双极板	透气量小
CN101174695	双极板	温度高
CN101174695	双极板	温度耐热
CN101174695	双极板	稳定性高
CN101174695	双极板	稳定性热
CN101005137	双极板	意义重要
CN1702897	双极板	影响显著
CN101136479	双极板	优点低
CN101174695	双极板	制备双极板耐热
CN101136479	双极板	制备双极板质量轻
CN1851964	双极板	质量轻
CN1540787	双极板	重量轻
CN101051691	双极板	重量轻
CN2702451	双极板	重量轻
CN2647644	双控装置	结构简单
CN1540793	水电解液	保存特性优异
CN1540793	水电解液	电池中负极活性物质高
CN1698224	水电解液	放电容量高
CN1698224	水电解液	结构晶
CN1698224	水电解液	结晶低
CN1698224	水电解液	容量保持优越
CN1495938	水电解质	充电优异
CN1291800	水电解质	非水电解质少
CN1767256	水电解质	幅度大
CN1767256	水电解质	使能量密度大
CN1151934	水果汁液	蔬菜水果少
CN1447993	水回收	问题湿
CN101143319	水解制氢	制备方法简单
CN101071877	水扩散区	阴极生成部分水方便
CN101252297	水冷电机	结构简单
CN101252297	水冷电机	结构冷
CN101252297	水冷电机	热交换效率高
CN101252297	水冷电机	水冷
CN201215920	水冷机座	机座刚度强
CN201194353	水冷外壳	水道结构简单
CN201194353	水冷外壳	水冷外壳结构紧凑
CN201000883	水冷装置	特点安全
CN201000883	水冷装置	阻力低
CN1048588	水龙头	结构简单
CN1048588	水龙头	开关迅速
CN1048588	水龙头	零件少
CN1048588	水龙头	条件有利
CN1048588	水龙头	造价低
CN1278884	水泥板材	基板耐久
CN1340221	水平衡	操作温度少
CN1330036	水溶液	程度少
CN101222062	瞬态响应	压力低
CN101222062	瞬态响应	阴极侧低
CN101286680	伺服系统	节能效果明显
CN1163996	塑料管	性能保温
CN201154758	索销支耳	耳加工容易
CN201071078	锁	成本高
CN201071078	锁	结构复杂
CN201095388	锁	结构简单
CN201071078	锁	结构容易
CN201071078	锁	开发周期长
CN201071078	锁	模具简单
CN201095388	锁	占用空间小
CN201071078	锁	制造工艺难
CN201136565	锁固装置	功效迅速
CN201136565	锁固装置	装置固
CN201087618	锁控制器	操作输入轻松
CN201087618	锁控制器	可靠性安全
CN201087618	锁控制器	可靠性高
CN201090056	锁芯	车高
CN1314155	獭狸香	取过程简单
CN1314155	獭狸香	制香
CN201161650	踏板	儿童脚少
CN101229840	踏板车	代实用
CN101234652	踏板车	代实用
CN101234652	踏板车	拖车小
CN101229840	踏板车	拖车小
CN101237047	炭活性	降低炭疏
CN101237047	炭活性	水性疏
CN101237047	炭活性	炭粉
CN101237047	炭活性	吸附作用强
CN101108347	碳化钨	催化剂整体氧化环境高
CN101108347	碳化钨	抗氧化性能强
CN101108347	碳化钨	碳强
CN101108347	碳化钨	制备过程简单
CN101130856	碳混合膜	成本低
CN101130856	碳混合膜	工艺简单
CN1636869	碳纳米管	电好
CN1456497	碳纳米管	颗粒碳纳米细
CN1456497	碳纳米管	颗粒细
CN1978318	碳纳米管	碳纳米管结构容易
CN1636869	碳纳米管	有效比表面积大
CN101023027	碳纳米管	装置简便
CN1781843	碳纳米球	表面积高
CN1929172	碳燃料	效率高
CN101071866	碳双极板	部件高
CN101071866	碳双极板	工艺简单
CN101071866	碳双极板	加工方式繁琐
CN101071866	碳双极板	简化燃料电池电堆繁琐
CN101071866	碳双极板	开密封沟槽繁琐
CN101071866	碳双极板	密封效果好
CN1388277	碳素纤维	催化金属优异
CN1330039	碳酸钙	获得产品性能优异
CN1095766	碳酸锰	发明工艺可靠
CN1820096	碳纤维	碳纤维微细
CN1820096	碳纤维	特性物理特性热
CN1884689	碳纤维纸	电阻率低
CN1884689	碳纤维纸	强度好
CN1884689	碳纤维纸	透气度高
CN101415984	套筒	构造简单
CN201071103	特钢电机	传动效率高
CN201071103	特钢电机	滑行距离长
CN201071103	特钢电机	具有结构简单
CN201071103	特钢电机	扭矩大
CN201071103	特钢电机	优点长
CN201136557	梯两用轮	保持正常
CN201136557	梯两用轮	车速行驶正常
CN201136557	梯两用轮	结构平
CN201136557	梯两用轮	载荷机动车轻
CN1635686	提供电力	具有环保性好
CN1635686	提供电力	特点小
CN1635686	提供电力	占用空间小
CN1065684	提金法	砷黄铁矿难
CN1158311	提升机	电动汽车方便
CN1158311	提升机	电动汽车小
CN1158311	提升机	发明极大
CN1158311	提升机	立柱制造精度高
CN201142342	提示器	提示器安装方便
CN201142342	提示器	用户少
CN201152328	蹄块组	结构简单
CN101306842	体	比表面积大
CN101306842	体	成本低
CN101306842	体	电催化活性高
CN101306842	体	制备方法简单
CN101195894	体不锈钢	制作成本低
CN1241211	体内重组	特性优越
CN1912448	天然气	发明方法简单
CN1298561	天线系统	轨道低
CN1302829	添加剂	碳纸好
CN201065504	通道	扩展性好
CN201065504	通道	利用地面道路浅
CN201065504	通道	噪声低
CN1924309	通风系统	成本低
CN1924309	通风系统	结构简单
CN1924309	通风系统	进气歧
CN1644415	通用	车辆高
CN1644415	通用	动力效率高
CN1644415	通用	结构简单
CN101242126	同步电机	磁场调节方便
CN101242126	同步电机	磁场调节主
CN101242126	同步电机	电机结构简单
CN1588759	同步电机	电机温少
CN101242126	同步电机	功率密度大
CN1967983	同步电机	节能效果好
CN1967983	同步电机	具有结构简单
CN101242126	同步电机	具有励磁效率高
CN1967983	同步电机	特点好
CN101242126	同步电机	优点方便
CN1171671	同步器	成本低
CN1171671	同步器	速度快
CN1171671	同步器	体积小
CN1375412	童车	童车好
CN1375412	童车	协助儿童驾驶好
CN1192916	痛风病	疗效显著
CN1078970	头孢菌素	革兰氏阴性细菌广
CN101025809	投资模式	产品高
CN1263627	透镜	传动机构主
CN1263627	透镜	透镜相对辅助透镜主
CN1263627	透镜	限制大
CN201099335	凸轮轴	凸轮轴工作可靠
CN1151574	图案	绝缘层薄
CN1151574	图案	绝缘层简便
CN1162935	涂敷	涂层耐久
CN1232415	涂料块	传送带耐热
CN1232415	涂料块	生产厚度均匀薄
CN1232415	涂料块	涂层薄
CN1232415	涂料块	形式简单
CN1034564	涂饰剂	老化性能优越
CN1034564	涂饰剂	色泽鲜明
CN1034564	涂饰剂	手感丰满
CN1034564	涂饰剂	手爽
CN1034564	涂饰剂	特点优越
CN201124734	推车器	推车困难
CN201124734	推车器	问题困难
CN1057880	推拉窗	具有价格低廉
CN1057880	推拉窗	美感典雅
CN1057880	推拉窗	特点耐用
CN1057880	推拉窗	重量轻
CN201125399	推土机	电动机速
CN201125399	推土机	具有效率高
CN201125399	推土机	优点大
CN201125399	推土机	转矩大
CN201125399	推土机	作业效率明显
CN1740021	拖车器	拖动车子轻便
CN1718468	拖曳系统	空气少
CN1449592	脱硫法	反应过程少
CN1629005	脱线运行	动力性能好
CN1629005	脱线运行	使用寿命长
CN1294038	椭圆齿轮	采用渐开线少
CN1294038	椭圆齿轮	成本低
CN1294038	椭圆齿轮	齿差行星传动少
CN1294038	椭圆齿轮	具有加工方便
CN1294038	椭圆齿轮	特点低
CN101225668	挖掘机	柴油发动机输出功率高
CN101225668	挖掘机	工作点切换平稳
CN101225668	挖掘机	快速平稳
CN201115103	外壳结构	保证电路板正常
CN201115103	外壳结构	防水好
CN201115103	外壳结构	工作正常
CN201052808	外壳结构	管散热效果好
CN201115103	外壳结构	壳型材端面密封容易
CN201138896	外壳结构	特点方便
CN201115103	外壳结构	装配操作简单
CN1686633	外壳总成	电机力量高
CN1686633	外壳总成	整体性好
CN1314154	外用制剂	粉轻
CN1314154	外用制剂	火清
CN1314154	外用制剂	疗效显著
CN1981905	玩具车	发明氢动力玩具车零件少
CN1981905	玩具车	结构紧凑
CN1981905	玩具车	跑速度快
CN1280121	王浆酸	成本低廉
CN1280121	王浆酸	发明王浆酸
CN1280121	王浆酸	工序简便
CN1197223	望远镜	结构简单
CN101238170	微多孔膜	多孔膜微
CN101238170	微多孔膜	发明微
CN101238170	微多孔膜	熔融特性优异
CN201033627	微型轿车	电动车行驶稳定安全
CN201033627	微型轿车	驾驶安全性高
CN201033627	微型轿车	问题安全
CN2072034	微型客车	车体小巧
CN2072034	微型客车	成本低
CN2072034	微型客车	结构简单
CN2072034	微型客车	噪音小
CN2072034	微型客车	闸晶
CN1765649	微型汽车	排放前提低
CN1237681	涡旋盘	比例大
CN1237681	涡旋盘	体积小
CN1237681	涡旋盘	涡旋泵工作效率高
CN1237681	涡旋盘	噪音小
CN1147946	乌镇痛膏	改善脊柱关节活动明显
CN1147946	乌镇痛膏	膏药疗效显著
CN1331260	污染薄膜	薄膜透明
CN1331260	污染薄膜	基材结合牢固
CN1331260	污染薄膜	耐磨性好
CN1331260	污染薄膜	污染效果显著
CN1057875	屋顶	成本低
CN1057875	屋顶	墙体好
CN1057875	屋顶	特点低
CN1853242	无定形碳	催化性能酸
CN1853242	无定形碳	稳定性热
CN1074867	无轨车辆	燃发动机纯
CN1074867	无轨车辆	蓄电池运行状态纯
CN2460365	无轨电车	城市好
CN201193026	无轨电车	管线危险
CN2460365	无轨电车	汽车低
CN201193026	无轨电车	噪声低
CN1337443	无铅汽油	铝含量低
CN1337443	无铅汽油	热值高
CN101034833	无刷电机	安全性不好
CN201113736	无刷电机	换相脉冲电流小
CN101034833	无刷电机	机床精密
CN201113736	无刷电机	力矩平稳
CN201113736	无刷电机	效率高
CN201113736	无刷电机	性好
CN201113736	无刷电机	性平稳
CN101034833	无刷电机	用途重要
CN201113736	无刷电机	噪音小
CN1084950	雾化装置	泡沫形式高效率微小
CN1084950	雾化装置	形成燃料混合物微小
CN1324229	吸收制品	使皮肤容易
CN101353353	硒吩单体	聚物低
CN101323247	稀释装置	结构紧凑
CN101323247	稀释装置	水平安全
